Depth-cm,3,4,6,8,10,20,30,40
0.0,25.3,26.2,28.7,31.6,34.4,48.0,57.1,62.2
0.25,40.0,41.2,42.97,45.67,48.3,61.38,69.57,73.88
0.5,59.47,59.35,61.4,63.47,66.13,76.5,82.2,85.0
0.75,72.32,72.4,73.3,75.3,77.25,85.9,90.1,91.7
1.0,81.45,80.93,81.93,83.43,85.03,91.52,94.75,95.88
1.25,87.8,87.25,87.9,89.33,90.37,95.37,97.43,98.16
1.5,92.35,91.9,92.4,93.4,94.15,97.8,99.04,99.45
1.75,95.6,95.17,95.43,96.1,96.7,99.1,99.8,100.0
2.0,97.56,97.38,97.47,97.95,98.35,99.82,100.0,
2.25,99.1,98.8,98.9,99.1,99.35,100.0,,
2.5,99.9,99.62,99.57,99.8,99.9,,,
2.75,100.0,99.9,99.9,100.0,100.0,,,98.76
3.0,,100.0,100.0,,,,98.3,
3.25,,,,,,98.47,,
3.5,,,,,,,,
3.75,98.35,,,98.63,98.28,,,95.73
4.0,,98.03,98.05,,,,95.17,
4.25,,,,,,95.4,,
4.5,,,,,,,,
4.75,94.53,,,95.38,94.95,,,92.66
5.0,,94.32,94.37,,,,91.8,
5.25,,,,,,91.93,,
5.5,,,,,,,,
5.75,90.37,,,91.63,91.38,,,89.53
6.0,,90.1,90.6,,,,88.67,
6.25,,,,,,88.6,,
6.5,,,,,,,,
6.75,86.28,,,87.9,87.8,,,86.33
7.0,,86.33,86.78,,,,85.6,
7.25,,,,,,85.38,,
7.5,,,,,,,,
7.75,82.4,,,84.25,84.3,,,83.35
8.0,,82.4,83.07,,,,82.55,
8.25,,,,,,82.18,,
8.5,,,,,,,,
8.75,78.65,,,80.8,80.93,,,80.4
9.0,,78.7,79.5,,,,79.53,
9.25,,,,,,79.1,,
9.5,,,,,,,,
9.75,74.85,,,77.27,77.57,,,77.7
10.0,,75.03,76.0,,,,76.6,
10.25,,,,,,76.04,,
10.5,,,,,,,,
10.75,71.45,,,73.97,74.28,,,74.86
11.0,,71.4,72.5,,,,73.8,
11.25,,,,,,73.22,,
11.5,,,,,,,,
11.75,68.28,,,70.86,71.15,,,72.12
12.0,,68.25,69.35,,,,71.1,
12.25,,,,,,70.3,,
12.5,,,,,,,,
12.75,65.02,,,67.88,68.22,,,69.6
13.0,,65.1,66.45,,,,68.5,
13.25,,,,,,67.7,,
13.5,,,,,,,,
13.75,62.13,,,64.95,65.4,,,67.1
14.0,,61.97,63.42,,,,65.9,
14.25,,,,,,65.1,,
14.5,,,,,,,,
14.75,59.17,,,62.0,62.67,,,64.63
15.0,,59.27,60.42,,,,63.47,
15.25,,,,,,62.55,,
15.5,,,,,,,,
15.75,56.5,,,59.33,59.92,,,62.17
16.0,,56.65,57.85,,,,61.2,
16.25,,,,,,60.1,,
16.5,,,,,,,,
16.75,53.85,,,56.9,57.45,,,60.02
17.0,,53.95,55.2,,,,58.85,
17.25,,,,,,57.72,,
17.5,,,,,,,,
17.75,51.42,,,54.42,55.1,,,57.7
18.0,,51.58,52.95,,,,56.65,
18.25,,,,,,55.44,,
18.5,,,,,,,,
18.75,49.17,,,52.03,52.75,,,55.67
19.0,,49.2,50.5,,,,54.5,
19.25,,,,,,53.3,,
19.5,,,,,,,,
19.75,46.9,,,49.8,50.42,,,53.58
20.0,,47.04,48.2,,,,52.4,
20.25,,,,,,51.2,,
20.5,,,,,,,,
20.75,44.7,,,47.67,48.38,,,51.6
21.0,,44.9,46.13,,,,50.42,
21.25,,,,,,49.2,,
21.5,,,,,,,,
21.75,42.78,,,45.6,46.35,,,49.68
22.0,,42.85,44.1,,,,48.56,
22.25,,,,,,47.3,,
22.5,,,,,,,,
22.75,40.8,,,43.62,44.4,,,47.93
23.0,,40.97,42.2,,,,46.78,
23.25,,,,,,45.4,,
23.5,,,,,,,,
23.75,39.1,,,41.7,42.53,,,46.08
24.0,,39.13,40.3,,,,44.92,
24.25,,,,,,43.64,,
24.5,,,,,,,,
24.75,37.4,,,40.04,40.7,,,44.35
25.0,,37.5,38.6,,,,43.2,
25.25,,,,,,41.85,,
25.5,,,,,,,,
25.75,35.63,,,38.3,39.0,,,42.78
26.0,,35.75,36.9,,,,41.56,
26.25,,,,,,40.22,,
26.5,,,,,,,,
26.75,34.05,,,36.67,37.35,,,41.11
27.0,,34.3,35.22,,,,40.0,
27.25,,,,,,38.7,,
27.5,,,,,,,,
27.75,32.6,,,35.1,35.8,,,39.59
28.0,,32.72,33.8,,,,38.47,
28.25,,,,,,37.2,,
28.5,,,,,,,,
28.75,31.2,,,33.63,34.38,,,38.17
29.0,,31.3,32.35,,,,37.0,
29.25,,,,,,35.7,,
29.5,,,,,,,,
29.75,29.8,,,32.15,32.9,,,36.7
30.0,,29.98,31.0,,,,35.6,
30.25,,,,,,34.3,,
30.5,,,,,,,,
30.75,28.58,,,30.9,31.6,,,35.4
31.0,,28.7,29.6,,,,34.27,
31.25,,,,,,32.98,,
31.5,,,,,,,,
31.75,27.3,,,29.58,30.3,,,34.03
32.0,,27.4,28.35,,,,33.0,
32.25,,,,,,31.7,,
32.5,,,,,,,,
32.75,26.1,,,28.3,29.0,,,32.8
33.0,,26.22,27.2,,,,31.7,
33.25,,,,,,30.5,,
33.5,,,,,,,,
33.75,25.02,,,27.2,27.88,,,31.5
34.0,,25.2,26.06,,,,30.52,
34.25,,,,,,29.3,,
34.5,,,,,,,,
34.75,23.98,,,26.0,26.67,,,30.4
35.0,23.48,24.03,25.2,25.58,26.36,28.6,29.05,29.8
