Depth-mm,15
0,79.4
1,
2,81.2
3,
4,83.3
5,
6,85.6
7,
8,87.8
9,
10,90.1
11,
12,92.5
13,
14,94.9
15,
16,97.1
17,
18,98.9
19,
20,99.8
21,
22,99.6
23,
24,97.7
25,
26,94.1
27,
28,88.2
29,
30,80.0
31,
32,69.9
33,
34,58.5
35,
36,46.1
37,
38,34.5
39,
40,23.2
41,
42,14.1
43,
44,7.7
45,
46,3.6
47,
48,1.8
49,
50,1.0
51,
52,1.0
53,
54,1.0
55,
56,1.0
57,
58,1.0
