Depth-cm,3,4,6,8,10,20,30,40
0.0,30.0,30.7,33.0,35.5,37.6,49.4,57.5,62.2
0.25,46.64,46.75,49.06,51.1,53.7,63.65,70.47,74.67
0.5,66.6,66.57,67.8,69.4,71.2,79.2,83.57,85.8
0.75,78.85,78.7,80.18,81.2,82.45,88.07,91.2,92.4
1.0,87.22,87.03,87.78,88.8,89.7,93.6,95.53,96.18
1.25,92.8,92.5,93.1,93.72,94.2,96.95,98.05,98.42
1.5,96.5,96.2,96.4,96.76,97.15,98.8,99.47,99.62
1.75,98.57,98.43,98.55,98.75,98.94,99.72,100.0,100.0
2.0,99.6,99.57,99.64,99.63,99.8,100.0,,
2.25,100.0,100.0,100.0,100.0,100.0,,,
2.5,,,,,,,,
2.75,,,,,,,98.75,98.68
3.0,,,,,,98.3,,
3.25,97.84,98.1,98.18,98.15,98.0,,,
3.5,,,,,,,,
3.75,,,,,,,95.65,95.82
4.0,,,,,,94.93,,
4.25,93.6,93.98,94.24,94.36,94.35,,,
4.5,,,,,,,,
4.75,,,,,,,92.25,92.62
5.0,,,,,,91.5,,
5.25,89.0,89.57,90.0,90.4,90.45,,,
5.5,,,,,,,,
5.75,,,,,,,89.03,89.3
6.0,,,,,,88.0,,
6.25,84.63,85.25,86.15,86.5,86.68,,,
6.5,,,,,,,,
6.75,,,,,,,85.8,86.05
7.0,,,,,,84.55,,
7.25,80.4,81.18,82.14,82.65,82.88,,,
7.5,,,,,,,,
7.75,,,,,,,82.7,83.17
8.0,,,,,,81.42,,
8.25,76.5,77.23,78.3,79.05,79.47,,,
8.5,,,,,,,,
8.75,,,,,,,79.7,80.1
9.0,,,,,,78.22,,
9.25,72.7,73.4,74.66,75.55,75.9,,,
9.5,,,,,,,,
9.75,,,,,,,76.6,77.15
10.0,,,,,,75.05,,
10.25,69.03,69.75,71.07,72.03,72.68,,,
10.5,,,,,,,,
10.75,,,,,,,73.6,74.26
11.0,,,,,,72.06,,
11.25,65.5,66.43,67.72,68.78,69.35,,,
11.5,,,,,,,,
11.75,,,,,,,70.8,71.47
12.0,,,,,,69.13,,
12.25,62.25,63.17,64.6,65.57,66.32,,,
12.5,,,,,,,,
12.75,,,,,,,68.2,68.78
13.0,,,,,,66.4,,
13.25,59.17,60.0,61.55,62.6,63.43,,,
13.5,,,,,,,,
13.75,,,,,,,65.4,66.25
14.0,,,,,,63.55,,
14.25,56.27,57.08,58.6,59.72,60.56,,,
14.5,,,,,,,,
14.75,,,,,,,62.83,63.7
15.0,,,,,,60.97,,
15.25,53.4,54.2,55.8,56.97,57.72,,,
15.5,,,,,,,,
15.75,,,,,,,60.3,61.2
16.0,,,,,,58.45,,
16.25,50.85,51.6,53.08,54.34,55.25,,,
16.5,,,,,,,,
16.75,,,,,,,57.95,58.9
17.0,,,,,,56.07,,
17.25,48.3,49.07,50.53,51.85,52.7,,,
17.5,,,,,,,,
17.75,,,,,,,55.65,56.63
18.0,,,,,,53.75,,
18.25,45.97,46.7,48.17,49.4,50.35,,,
18.5,,,,,,,,
18.75,,,,,,,53.5,54.52
19.0,,,,,,51.44,,
19.25,43.72,44.4,45.88,47.2,48.03,,,
19.5,,,,,,,,
19.75,,,,,,,51.3,52.33
20.0,,,,,,49.3,,
20.25,41.63,42.3,43.7,44.88,45.85,,,
20.5,,,,,,,,
20.75,,,,,,,49.3,50.26
21.0,,,,,,47.22,,
21.25,39.6,40.27,41.6,42.85,43.8,,,
21.5,,,,,,,,
21.75,,,,,,,47.33,48.2
22.0,,,,,,45.3,,
22.25,37.72,38.38,39.7,40.85,41.85,,,
22.5,,,,,,,,
22.75,,,,,,,45.4,46.3
23.0,,,,,,43.33,,
23.25,35.8,36.47,37.9,39.03,39.88,,,
23.5,,,,,,,,
23.75,,,,,,,43.58,44.6
24.0,,,,,,41.5,,
24.25,34.2,34.7,36.0,37.3,38.2,,,
24.5,,,,,,,,
24.75,,,,,,,41.8,42.83
25.0,,,,,,39.8,,
25.25,32.5,33.1,34.47,35.58,36.42,,,
25.5,,,,,,,,
25.75,,,,,,,40.1,41.17
26.0,,,,,,38.15,,
26.25,31.0,31.55,32.83,33.9,34.8,,,
26.5,,,,,,,,
26.75,,,,,,,38.5,39.5
27.0,,,,,,36.5,,
27.25,29.6,30.1,31.33,32.4,33.3,,,
27.5,,,,,,,,
27.75,,,,,,,36.92,37.94
28.0,,,,,,35.0,,
28.25,28.23,28.63,29.9,30.88,31.8,,,
28.5,,,,,,,,
28.75,,,,,,,35.45,36.49
29.0,,,,,,33.5,,
29.25,26.88,27.4,28.5,29.48,30.4,,,
29.5,,,,,,,,
29.75,,,,,,,34.02,34.94
30.0,,,,,,32.1,,
30.25,25.7,26.1,27.2,28.17,29.0,,,
30.5,,,,,,,,
30.75,,,,,,,32.63,33.6
31.0,,,,,,30.8,,
31.25,24.46,24.9,25.92,26.9,27.73,,,
31.5,,,,,,,,
31.75,,,,,,,31.3,32.24
32.0,,,,,,29.5,,
32.25,23.3,23.7,24.8,25.7,26.5,,,
32.5,,,,,,,,
32.75,,,,,,,30.1,31.03
33.0,,,,,,28.27,,
33.25,22.25,22.6,23.66,24.6,25.35,,,
33.5,,,,,,,,
33.75,,,,,,,28.9,29.8
34.0,,,,,,27.1,,
34.25,21.25,21.6,22.6,23.5,24.26,,,
34.5,,,,,,,,
34.75,,,,,,,27.7,28.6
35.0,20.7,21.1,21.73,22.63,23.7,26.2,27.7,28.0
